uid,uname,出度,入度,所涉领域,是否认证,认证原因,关注数,粉丝数,微博数,简介,标签,地址,性别,主页,生日,注册时间,公司,学校,cluter_result
1471143571,专业戳轮胎熊律师,43,447,3,True,知名游戏博主,982,2300652,34896,,"业界毒瘤,广播小王子",,男,,,,,同济大学,4
7454714683,肖战打假小队,0,446,1,False,,4,421381,21,假的就是假的，假的成不了真的。,,北京,男,,金牛座,43962,,,2
6996638558,沙鸥追剧中,6,445,1,True,娱乐博主,222,199088,14678,一个快乐的剧粉。,,北京,女,,水瓶座,43511,,,0
2674334272,混成昆虫牛奶,6,439,1,False,,1393,34694,7766,我的战斗开始了,,其他,女,,,40928,,,1
6009870289,别吻我臭流氓,11,434,1,False,,99,181969,480,有些人哪怕遇见就要扑倒,,天津,男,,33526,42618,,,2
5662909615,ssssl-1,22,433,1,True,娱乐博主,392,80675,9711,,"美图摄影,自媒体,搞笑幽默,校园生活,名人明星",其他,女,,白羊座,42214,,,4
3263329440,泉州市祥禾卫生用品有限公司,6,429,1,True,泉州市祥禾卫生用品有限公司企业官博,12,11137,31,公司本司，认证费已经交了！！！,美容美发/彩妆卫浴-卫生用品,,,,,,,,4
2501511785,周玄毅,13,429,1,False,,911,1425658,11106,万物皆可瞎扎尔，人生何处不精分,"思考,时评,新闻,摄影爱好者,阅读,美剧","北京,朝阳区",男,,双子座,40877,,武汉大学,2
2942926510,yourmydream_sun,32,428,1,False,,545,488,4389,没才华 没品位 没深度 大白话的我,旅游,上海 黄浦区,女,,,41199,,,2
2822727184,众泽妇女法律中心----千千律师所,17,428,1,True,原北大法学院妇女法律中心，维护妇女合法权益民间公益法律组织。,427,75780,4146,北京市千千律师师事务所依托原北京大学法学院妇女法律研究与服务中心，于2009年9月成立，律所以专职律师专...,公益项目-法律维权-民间组织,,,,,,,,4
1881514813,会玩滑板的煎蛋,6,427,1,False,,214,400,9681,,"电影,听歌",北京 宣武区,女,,射手座,40515,,,2
6360828407,萌萌哒bot,0,425,1,True,互联网科技博主微博原创视频博主,94,134963,1521,"因为想要接近星星，所以才在努力发光,​,​​​",,"浙江,杭州",女,,,42986,,,0
1750070171,36氪,0,425,1,True,36氪官方微博,977,3035736,102870,36氪聚焦科技、互联网、创投、新经济、职场五大领域，提供新锐深度的商业报道。我们强调趋势与价值，我们的...,媒体网站,,,,,,,,4
1748546201,故园湾里,112,425,1,False,,1490,7562,165477,昨天开始，做更好的自己。,宅,上海,女,,双鱼座,40328,,,2
5209478895,扒圈小猪,0,422,1,True,知名娱乐博主,834,3215875,24090,"合作qq,：16038986","喜欢听歌,简单,看电影,语录,爱电影",海外,女,,1,41828,,,3
1662766362,刘春,20,422,1,True,资深媒体人,1002,12859664,33577,,,,,,,,,,1
5977893850,纳兰朗月夜回魂,36,421,1,False,,421,6854,6114,一缕残魂不肯死，人形自走安利姬。考古/小说/女权/佩佩/胡博士/兵团线好/印度神话摩诃剧,,"陕西,西安",女,,摩羯座,42559,,西北大学,2
2110705772,微博综艺,0,419,1,True,微博综艺官方微博,3834,15588052,105581,微博综艺官方微博,,,,,,,,,1
1792951112,X玖少年团肖战DAYTOY,3,419,1,False,,187,28826074,775,有趣的灵魂.,,,,,,,,,1
5709559214,微博明星,0,417,1,True,在微博和大明星亲密互动,6943,5308500,39342,微博大明星,新浪产品-内部账号,,,,,,,,4
1902909102,中兴通讯,0,416,1,True,中兴通讯官方微博,588,1190814,2960,公司成立于1985年，在香港和深圳两地上市，是中国最大的通信设备上市公司。,IT/互联网/电子产品-运营商/电信服务,,,,,,,,4
1627825392,互联网的那点事,10,416,2,True,微博互联网观察家资讯视频自媒体,1614,5379464,51831,一只可爱的广告狗！,"B2C,电子商务,项目管理,创业,Apple,宅男,互联网的那点事,视觉设计,交互设计,用户体验",香港,女,,,40053,,,3
6036390124,ssshiye,12,414,1,False,,296,40608,897,"chill,and,lay,back",,北京,女,,,42647,,,2
3913767257,漫威通缉令,57,414,1,False,,213,11953,385,,名人明星,海外,男,,天蝎座,41599,,,2
1395259493,没有羊先生,17,414,1,True,知名读物博主,525,251143,13635,见众生,,海外 美国,男,,,40363,,,0
1665808371,平民王小石,13,413,2,True,头条文章作者,3039,6362203,24441,【五一见！】自己若坚持光明，中国便少分黑暗！,"新闻,网络,文字,军事天地,娱乐","广东,深圳",男,,,40149,,,3
1250748474,杜建国微博,16,412,1,True,抗议世行事件当事人微博扶贫乡村振兴助威团成员微博签约自媒体,1262,980748,21887,我原来的认证信息是“独立学者”，目前的“抗议世行事件当事人”是新浪给我改的。杜建国博客http://blog.sina.com.cn/u/1250748474,,"北京,东城区",男,,,40673,,,0
1440021635,水木丁,12,411,1,True,作家，《专栏作者，出版有《只愿你曾被这世界温柔相待》等作品微博签约自媒体,196,753739,21418,"公众号：水木丁,,工作联系请加：chunwan2012",,"北京,朝阳区",女,,43940,40053,,,0
5087763676,Mr_美食,0,410,1,True,美食博主,149,1953240,696,喜欢你吖，像一颗牛奶糖从眉间甜到脚尖,,广东,男,,34332,41726,,,0
1778208851,_不太会画画的羊,13,407,1,True,中央美术学院中国画学院研究生,476,59238,8601,不可战胜的夏天。,时尚,北京,女,,射手座,40377,,,3
1742566624,思想聚焦,3,406,1,True,微博知名博主，校导网编辑微博剪辑视频博主,1840,34766200,109092,"QQ:3163512220,投稿邮箱：1457107986@qq.com","关注生活,关注互联网,关注社会,聚焦思想",广东,男,,43951,40314,,,3
1768636231,烟雾与镜像,5,404,1,True,知名搞笑幽默博主,1083,1318329,4806,除暴安良是我们做市民的责任，行善积德是我本身的兴趣,"幽默,段子",陕西,男,,,40364,,,3
1658583197,narcissu,2,404,1,False,,1353,932,1535,野獸良民   Sapiosexual & Herbivorous & Concert Animal & Cinephile & Hiking,,其他,男,,白羊座,40122,,,1
1437589477,蓝紫青灰,42,404,1,True,作家，代表作《离魂》、《春风沉醉》、《十二楼》、《随身而没》,322,85247,44020,《野有蔓草：〈诗经〉草木图志》《花月令：四时赏花录》已上市，当当、亚马逊有售。,"京剧,昆曲迷,写作,美剧,处女座,摄影,宅,美食,旅游,电影",上海 徐汇区,女,,,40078,,,3
1640601392,新浪视频,2,398,3,True,新浪视频官方微博,1864,15523928,105035,提供每日最新时事、轻松搞笑、娱乐八卦视频以及影视大片，全天24小时即时发布。欢迎爆料、投稿，请发私信@...,,,,,,,,,1
5603424195,理文优质卫生纸品,1,397,1,True,重庆理文卫生用纸制造有限公司,613,265559,2100,阿中哥哥的唯粉❤中国竹.理文纸✨,其它-其它,,,,,,,,4
2144596567,洪榕,6,396,1,True,职业投资人知名财经博主微博原创视频博主,2665,3038335,28654,股市名博 ，上海浦东工商联副主席、政协委员，上海交大高级金融学院MBA导师,"投资,阳光私募,董事长,总裁,财富管理,财经,股票",上海 浦东新区,男,,43936,40690,,,3
1896820725,天津股侠,5,395,1,True,财经博主微博签约自媒体,4767,6917285,102382,"新浪微博财经类自媒体人，20年的股海沧桑,民间职业股票投资人.操作风格<超短线结合波段>微博是个人炒股日志，不做咨询、荐股，跟风者自负盈亏。","自由职业者,基金,收藏爱好者,私幕,O型血,天津市,旅游,双鱼座,股票,股票投资人",天津,男,,双鱼座,40530,,天津财经大学,3
2871778385,高天佐TroubleZ,0,394,1,True,芒果TV《说唱听我的》全国亚军知名音乐博主,268,530095,157,普通一男的/,,,,,,,,,1
1852299857,屠龙的胭脂井,12,394,1,True,前卡内基梅隆大学认知脑成像中心博士后研究员,719,1457518,26800,一个不信邪的大龄青年，在苟且偷安的人生中，幻想能做点小规模的好事,"搞笑幽默,自带GPS的羔羊,书呆子",海外,女,,,40491,,,3
1735747402,丁香园,4,393,1,True,丁香园官方微博。,313,2076647,28210,丁香园是中国领先的面向医生、医疗机构、医药从业者以及生命科学领域人士的专业性社会化网络，提供医学、医...,,,,,,,,,1
1677318422,赵皓阳-Moonfans,2,392,3,True,知名人文艺术博主,1393,1810597,5783,"灵台无计逃神矢，风雨如磐暗故园。,寄意寒星荃不察，我以我血荐轩辕",,北京,男,,33353,40576,,香港浸會大學,0
1713926427,微博搞笑排行榜,0,391,1,True,知名搞笑幽默博主新鲜事作者,904,57605811,21403,榜姐每日话题 博主。每晚22:00发互动话题,"搞笑,段子,趣图,笑话,有趣,幽默,80后,宅,学生,90后",广东,女,,,40256,,,3
5601456932,Rabbit每日爆料,0,389,2,True,微博娱评团成员微博2018十大影响力娱乐博主知名娱乐博主,132,4244849,36644,说一些你想知道的,八卦杂谈,"北京,东城区",男,,天秤座,42127,,,3
2667958710,红蜻蜓官方微博,0,385,1,True,红蜻蜓商务时尚皮鞋,215,227024,2501,红蜻蜓商务时尚皮鞋适合上班穿款式又时尚赢得超2亿人次选择,服装/箱包服饰/运动户外-鞋类,,,,,,,,4
1443266094,深夜一只猫,45,384,1,True,互联网资讯博主,4896,490469,65594,It's not who i am underneath but what i do that defines me,"科技创新,区域经济",广东 广州,男,,天蝎座,40091,,,3
1991476857,Finance鸟不飞,18,383,2,True,知名财经博主,2148,147801,20812,Great minds discuss ideas. Average minds discuss events. Small minds discuss people.,,湖北,男,,28825,40962,,,0
1591684244,司马3忌,25,382,3,True,互联网科技博主,4129,807452,49944,知名情感博主，广场舞特邀领舞。,浙江生活,"浙江,杭州",男,,,40485,,东南大学,3
6029519561,马大哒打贼,4,380,1,True,知名动漫博主,701,307129,7615,2021快乐！！！,"jojo,动漫",北京,女,,36091,42631,,中国传媒大学,3
1743951792,美国驻华大使馆,3,380,1,True,美国驻华大使馆官方微博,528,2974829,28420,本帐号的使用条款可在以下链接找到：http://t.cn/R6HRrV1有时候，我们的内容会将关注者定向到非美国政府网...,政府-涉外-使领馆,,,,,,,,4
6897877697,·魏紫,8,378,1,False,,579,4317,2075,加速主义好,,其他,女,,处女座,43458,,,1
5734325998,差评君,5,378,4,True,互联网科技博主头条文章作者,258,1459010,13201,"一个有点骚的科技自媒体，我们的口号是,Debug,the,world~","差评,互联网,黑科技,媒体人,IT科技","浙江,杭州",男,,42189,42299,,,3
1778632451,纯洁白果酱,36,378,1,False,,529,109272,77391,眼高手低星人。重口味+话痨属性注意。看图请走 http://chunjiebaiguojiang.lofter.com/ R18备份库 http://www.pixiv.net/member.php?id=179816,,广东,女,,巨蟹座,40378,,四川大学,2
1820578701,斯库里,14,376,1,True,文学评论家、影视评论达人斯库里，出版作品有《北京镜鉴记》《生命》等,1274,1418500,23631,一切商务及合作事宜，请联系经纪人@白毛毛，邮箱baimaomao@bukongwenhua.com,"为了部落,百合控,烂,毒舌,纯S","北京,海淀区",男,,双鱼座,40438,,,3
6074526225,Lo娘嘀咕嘀咕,0,375,1,True,知名时尚博主,,,,冰冷的投稿机器，投稿请按要求方便你我她。,,其他,女,,44531,42705,,,1
2183570524,雪球,1,373,3,True,投资者的社交网络—雪球,2475,1410482,82165,雪球是全球领先的投资者交流交易平台，为投资者提供最及时的股票行情资讯、高质量的投资交流和高效率的交易...,,,,,,,,,1
5539703320,耿向顺,0,368,3,True,织心青年创始人知名职场博主微博故事原创作者头条文章作者微博签约自媒体,561,3620987,7018,青年作家，知名职场、教育、公益博主，从事乡村教育、青年职场发展、品牌传播领域的工作，合作请私聊。,"教育,作家,职场精英,美食达人,公益事业",北京,男,,34495,42065,,清华大学,3
2328516855,中国警方在线,1,367,1,True,公安部新闻中心，公安部治安管理局官方微博,461,31499412,92484,践行对党忠诚、服务人民、执法公正、纪律严明总要求，弘扬主旋律，传播正能量，发好公安声音，讲好警察故事...,政府-公安-治安管理,,,,,,,,4
5291824241,橘子娱乐,0,366,2,True,微博娱乐综艺视频博主知名娱乐博主,1115,7985239,55513,传播娱乐正能量！（所有独家内容禁二改，二传) 广告合作电话： 010-85929200-8018,"明星,时尚,娱乐",北京 东城区,女,,,41897,,,3
1826129260,埋在橡子堆里的a君_LLAP,112,366,1,False,,1179,5052,99575,一根筋龟毛考据控。常年鸡血慎关注。常驻欧美圈，墙头连成片。原创照片请勿转载、直链、再创作。定期清粉，不接受僵尸号窥屏。,"TSN,心理学,教育学,社会学,ST,feminist,MiddleEarth,Marvel,BookAddicted,LGBTQA",海外 英国,女,,44201,40443,,,2
5451152223,网易哒哒,0,364,1,True,知名情感博主,489,1975725,6153,一个生产有趣漫画的小可爱，网易旗下哒哒工作室，带你用更短的时间，看更酷的世界。,"情感,漫画","北京,东城区",男,,35019,42001,,,3
6430983385,赢了就这个造型赢了,14,362,1,False,,213,84528,9962,控制自己,,其他,女,,36882,43087,,,1
1952501791,法山叔,5,362,1,True,知名法律博主北京炜衡（成都）律师事务所专职律师,619,2903065,2333,一名平凡无奇的法律工作者。,,四川,男,,金牛座,40737,,,0
5611783716,微博娱乐,1,361,1,True,微博娱乐官方账号,1238,7033238,25672,玩微博怎能不娱乐～微博娱乐嗨起来～,其它,,,,,,,,4
5766959075,kudoo,1,360,1,False,,268,186031,6850,爱情最美的亚子,音乐,其他,男,,天秤座,42328,,,1
6294983214,狗哥普拉斯,10,358,1,False,,350,130415,5071,不错哦,,北京,男,,,42915,,,2
6727947429,已经不是一个路人的瓜,21,357,1,False,,236,18006,11443,一个小号，不是业内，有喜好，不带粉籍，关注需谨慎，恶心到你我不负责。,明星,其他,女,,,43371,,,1
7301032789,我酷到山崩崩,6,352,1,True,娱乐博主,213,110921,26300,一只偶尔伤心的狗狗,,河南 洛阳,女,,36570,43714,,,0
1824015157,蔡雅奇刑法,7,352,2,True,北京瑞达成泰教育刑法授课教师知名教育博主,95,935037,21382,法学博士，法考刑法讲师,"汽车,听歌","北京,海淀区",男,,摩羯座,40447,,,3
1507418413,啾助-PopTheGlock,14,351,1,False,,1341,80002,14250,卑鄙宝贝，持械圣母,"大少好臀一生推,Gorillaz,囧瑟夫,设计,盗梦空间,猎奇,基佬之友,EA,米英",香港,女,,天秤座,40377,,香港中文大學,2
7288511484,南山大道nsdd,4,349,1,False,,17,74787,9160,电视剧斗罗大陆是大猛男！,,其他,男,,双子座,43699,,,1
6819358991,莓辣MAYLOVE,14,348,1,False,,83,21717,2327,"公举号【莓辣MAYLOVE】,一个欢迎所有妄想改变性教育现状的酷小孩一起搞事的地方，合作推广v：meilameila666","同性恋,平权,性教育","广东,深圳",女,,42658,43408,,深圳大学,2
1052404565,兽爷,9,347,1,True,知名财经博主,318,580718,3758,团结紧张严肃活泼,"兽楼处,胶片控,房地产那些事",北京,男,,43862,40261,,,3
2868676035,财联社APP,2,346,2,True,界面（上海）网络科技有限公司旗下产品财联社官方微博,1179,1866858,146016,财联社|机构和私募主力都在使用的证券快讯APP,新媒体-数字媒体,,,,,,,,4
1197931472,伊能靜,2,344,1,True,歌手，演员,536,20525848,4283,工作联系hao@1cm.fun,,,,,,,,,1
3538340925,娱小豆,0,343,1,True,微博娱乐资讯博主微博娱评团成员知名娱乐博主娱乐综艺视频自媒体,1538,3548973,5884,出此号；商务合作私信！,,北京 东城区,女,,,41441,,北京大学,0
6504596840,暴暴烈甜心小鳄鱼毛毛,6,342,1,True,情感博主,161,33445,602,女性不死，女权不灭。不会闭嘴！就一直讲性犯罪和暴力犯罪讲下去！,,"吉林,延边朝鲜族自治州",女,,,43169,,,0
7453988532,焦溜丸子特别好吃,8,341,1,False,,84,3946,173,致力于推广中华美食,,北京,女,,33689,43961,,,2
6707356733,SKY-左林杰,1,340,1,True,S.K.Y成员左林杰,29,1688733,267,工作联系官方邮箱：S.K.Y@service.alibaba.com,,上海,男,,37286,43360,,,0
1788911247,谷大白话,23,339,1,True,脱口秀译者,1475,13838893,38759,THERE'S NO『俗』WITHOUT『谷』,"无节操吐槽,时事八卦,起哄架秧子,无知识分子,贫嘴段子,三俗就是力量,好读书不求甚解,脱口秀迷",北京,男,,30360,40397,,,3
1900552512,凤凰网娱乐,0,338,1,True,凤凰网娱乐官方微博,673,7429445,68827,凤凰网娱乐官方微信公众号【entifengvip】，品读娱乐圈，透视名利场。合作请联系QQ：2848447305。,媒体网站,,,,,,,,4
1174692545,V闪闪,12,338,1,True,互联网科技博主头条文章作者微博签约自媒体,1019,1110426,29515,关于科学技术以及产品应用场景的专业性解读者，电影以及相关文艺作品与科技应用关系的专业性描述者，技术体系水准决定人类社会形态发展的坚定支持者。,"鸿鹄,超越时代的人,艺术工作者,图形设计","北京,西城区",男,,双子座,40437,,,3
6277730834,这个瓜我吃定了,0,337,1,True,娱乐博主娱乐明星视频博主,237,384302,2841,"我说的都是错的。,,商务合作请加zhegegua",,广东,男,,,42897,,,0
1967128083,流浪de小枪,5,337,1,False,,454,106,339,,"汽车,娱乐,游戏动漫,美女,军事",陕西 西安,男,,44410,40587,,,2
2898386921,爆杀勋爵6,25,336,1,False,,1653,32964,14222,……IG，不可辜负！,搞笑幽默,"广东,广州",男,,36061,41113,,中山大学,2
2438867634,万事屋纸纸酱,26,336,1,True,知名电视剧博主知名动漫博主,981,6649594,44272,日常追剧 整理表情包合集 个人博 安利自己喜欢的东西,"DRRR,黑子的篮球,动漫,微博",海外 日本,男,,35095,40818,,,3
1638832591,Victoria1106_,11,336,1,True,知名娱乐博主,1258,52901,27510,恐丑,,海外,女,,巨蟹座,40405,,,0
1864419143,微博科技,1,334,1,True,微博科技官方微博,977,2181974,17193,欢迎关注微博科技！随时掌握科技圈新鲜事。,新浪产品-内部账号,,,,,,,,4
1676368781,樊建川,9,329,1,True,四川省人大常委会委员，建川博物馆馆长,935,4181286,15414,建川博物馆馆长。,,,,,,,,,1
7007143507,问号哥哥,2,328,1,True,知名搞笑幽默博主,637,9254113,6473,对这个世界充满了好奇,"内涵段子,摩羯座,冷笑话,微博控,娱乐圈,狗狗控,幽默搞笑,90後,旅遊,亲情",河北 石家庄,男,,35059,43518,,清华大学,3
1783563787,红拂夜奔不复还,13,328,2,True,作家，代表作品《人类要是没有爱情就好了》,1122,178802,4135,无事小神仙,"浪漫主义的根源,惊厥主义继承人,女性沙文主义",北京,女,,双子座,40384,,北京电影学院,3
7402181160,妇女之敌罗严塔,44,327,1,True,动漫博主,870,53473,22154,被迫两次重生之后黑化的罗严塔，从此是敌非友,,北京,男,,31413,43890,,,0
1782961197,组织二号头目,6,327,2,True,知名财经博主头条文章作者,736,1251184,9669,公众号“九边”。高学历理工男，航天从业者，事儿逼，资深党史专家，撸猫高手，无良喷子，键政党人,"咖啡控,微笑,跑步",北京,男,,253,41436,,,3
2804610542,城南邮局,15,326,1,True,知名情感博主,443,10502676,12271,别吵吵，快乐冲浪！,,其他,女,,,41043,,,1
1812511057,TCL智屏,0,324,1,True,TCL电视官方微博,463,4033272,21934,TCL电视--懂你的大屏音画专家。全球首款5G＋8K电视，行业首款MiniLED、量子点Pro、免唤醒电视震撼发布！IM...,IT/互联网/电子产品-大家电/生活电器,,,,,,,,4
1707114464,上海滩小律师,2,324,1,True,知名法律博主头条文章作者,1027,903675,11497,"法律咨询,微信,CounsellorWang","上海律师,法律人",上海,男,,,40245,,华东政法大学,3
1875034341,华尔街见闻APP,1,321,2,True,华尔街见闻网址http://wallstreetcn.com/官方微博,832,3729342,129114,华尔街见闻是中国领先的金融信息和商业资讯提供商，首创金融信息和商业资讯“实时”模式，重要信息秒级推送，...,媒体网站,,,,,,,,4
1810802952,小猪姐姐zz,1,319,1,True,美妆达人微博故事红人,969,7216419,4219,大家好我是小猪姐姐～～脸即画布 美即正义,,浙江 杭州,女,,,40432,,中国美术学院,0
1699432410,新华视点,1,318,1,True,新华社法人微博,2980,100258475,132769,“新华视点”是新华社官方微博，重大新闻权威首发平台。,通讯社,,,,,,,,4
2608425517,防火防陈弥,0,317,1,False,,528,1847,1487,一生见习的无知少年。,"接话高级运动员,定期以为在日本,好人卡收藏家,有时候是帅哥,你要的我都有",北京,男,,34852,40938,,,2
3742966420,E姐小仙女,5,315,1,True,娱评人微博娱评团成员知名娱乐博主头条文章作者,594,1108172,10920,超高能E姐，新号高能E蓓子（ilovemisse）。对一切美的东西感兴趣。,,"北京,东城区",女,,42192,41511,,,0
2698068483,生活在别处的兰波,2,312,1,False,,215,74838,7397,你的心，忘了季节。,,"浙江,杭州",女,,,41006,,,2
1992769421,迷影心生,32,312,1,True,知名电影博主微博译制视频博主,558,11304382,19053,下面由心生给来点好玩的,"迷影,影迷,欧美电影,电影资讯,电影制作特辑,视频汉化,幕后花絮,唱歌,音乐,电影",北京 朝阳区,男,,44397,40600,,,3
6679962943,MonsieurInfamia,14,310,1,True,娱乐博主,173,11125,5219,尾生抱柱,,海外,男,,白羊座,43347,,臺灣觀光學院,0
6423651199,小狗斯特,25,310,1,False,,383,129806,10160,反派,,海外,男,,狮子座,43121,,,2
5482583942,羊圈7,1,310,1,False,,350,205,659,Welcome to my qq空间🐑,,江苏 南京,女,,摩羯座,42050,,,2
5993531560,中新经纬,2,306,4,True,中新经纬官方微博,2445,10543373,40536,中国新闻社旗下财经新媒体。拥有中国互联网新闻信息采编发布服务资质(一类)。以手机客户端(APP)等为主要传...,新媒体-移动媒体,,,,,,,,4
1904797913,板房蒋阿姨,1,306,2,False,,677,1447335,49362,别怕，有阿姨呢~！返利自转。,,广西 南宁,女,,,40557,,,2
6525010965,狐厂大拷问,0,305,1,True,搜狐娱乐娱乐记者,283,694510,2997,搜狐娱乐 娱乐记者,,北京,女,,43101,43201,,,0
5394784113,快乐人Subs,0,305,1,True,W8VES厂牌成员Subs张毅成哔哩哔哩《说唱新世代》选手,122,498290,298,要银河 不要迎合,,江苏,男,,,41973,,,0
2616791502,是兎,8,305,1,True,动漫博主,1220,1841,7214,"饲主@sail_许,如果世界不喜欢你，那世界就是我的敌人了。",,广东,女,,天蝎座,40895,,,0
7010131150,帝吧官微,4,304,1,True,帝吧超话主持人,581,1238178,10412,Facebook帝吧官方微博,"脸书帝吧,帝吧,文化,爱国青年,爱国者","香港,中西区",女,,35612,43521,,,3
2075787667,谢车夫,14,303,1,True,数码博主头条文章作者,2311,2124849,25412,业余搞机，爱好动漫、数码，200斤肥宅。,"科技,手机,微营销,社交网络,游戏攻略,数码评测,移动互联,电子商务",江苏,男,,34360,40641,,江南大学,3
1644740351,庄尼走路,4,302,1,False,,141,95212,19166,露水的世，虽是露水的世，虽然是如此,"小鲁智深,极地双子星",上海,男,,白羊座,40059,,,2
7496638169,SKY官博,0,299,1,True,S.K.Y官方微博,18,652073,482,S.K.Y工作邮箱：S.K.Y@service.alibaba.com；B站：SKY天空少年,,北京 东城区,男,,44436,44069,,,0
6227997944,Doggie叨叨,1,298,1,True,哔哩哔哩《说唱新世代》选手微博原创视频博主,135,440029,273,好好好好好好想吃米饭🍚！！！ @神奇脑电波 工作联系：Brainwaves@mbw-music.com Vx：Brainwave5 阿闹,,广东 深圳,男,,射手座,42864,,,0
2613144041,机车唐僧,0,298,1,True,视频博主搞笑幽默博主朱婷超话粉丝大咖,108,47499,4449,无与伦比的美丽，一路婷你正能量💕💖,"文艺,体育,娱乐",其他,男,,射手座,40946,,重庆社会大学,4
6564673602,Naturlig-柴德造物,1,297,1,False,,751,4432,680,很寒冷，让我冬眠,,重庆,男,,37627,43252,,,2
5467852665,紫光阁,1,297,3,True,中央和国家机关工作委员会旗帜杂志社,399,11968817,25536,在中央领导同志亲切关怀下，中央和国家机关工委机关刊《旗帜》杂志在原《紫光阁》杂志的基础上，于2019年1...,杂志-时政新闻,,,,,,,,4
5103645868,星闻揭秘,0,297,1,True,微博2019十大影响力综艺大V资深电视评论人微博电视团成员微博剪辑视频博主娱乐综艺视频自媒体,1118,9313609,79179,星姐，全世界最可爱的！（@星姐星闻 @星闻剧场 ）,"名人明星,花痴,旅游美食",海外 美国,女,,41456,41739,,,3
1458470903,烧伤超人阿宝,6,297,2,True,健康博主微博签约自媒体,784,1203766,31052,北京大学医学部博士，烧伤科副主任医师，科普作家，医疗新媒体。,"危重抢救,烧伤,整形,创面修复,游泳,积水潭,烧伤医生,读书,旅游",北京,男,,28020,40784,,,3
1737588567,VOA英文口语,0,295,1,True,知名教育博主教育视频自媒体,299,4239540,56271,"发我喜欢的微博，也希望你喜欢~PS:,因为喜欢VOA，所以加在名称里，本博与美国的VOA没任何关系~,QQ:1359474707。","教育就业,旅游,美剧,学生,生活,女生,时尚,英语","广东,广州",女,,,40302,,,3
1893087537,速溶沙漠,12,293,1,False,,762,715130,2340,一名伪装成冰激淋球的普通中女,时尚,其他,女,,,40526,,,1
1592145612,TangoZ缓两天,0,293,1,True,哔哩哔哩《说唱新世代》选手,513,264629,1409,地下八英里全国赛亚军,,浙江 杭州,男,,32233,40349,,中国民航飞行学院,0
2342673701,吃瓜姐妹社,5,291,3,True,娱乐综艺视频自媒体娱乐明星视频博主微博娱评团成员微博娱乐资讯博主知名娱乐博主,616,9385581,8408,把我设置成特别关注，带姐妹们前线吃瓜。若侵权请私信沟通删除，谢谢。b站同名：吃瓜姐妹社。,,"广东,深圳",男,,巨蟹座,40790,,,0
1653150175,Wacom,1,291,1,True,和冠科技（北京）有限公司,1556,324213,11029,Wacom公司成立于1983年，以“通过自然直观的用户界面技术拉近人与技术的距离”为愿景。这一愿景已促使Wacom成...,IT/互联网/电子产品-数码产品,,,,,,,,4
6362229672,秋天淋湿骨头,19,290,1,False,,435,71,24108,自由和自由。,,"陕西,西安",女,,金牛座,42991,,,2
3626485974,HW前HR,7,289,2,True,柏林工业大学珠三角校友俱乐部理事,184,967078,16699,公众号：“前HR随笔”，小号：前HR备用。不代表任何公司和其他人；无法保证100%准确。,,其他,男,,,41489,公众号：“前HR随笔”，小号：前HR备用。不代表任何公司和其他人；无法保证100%准确。,,1
2357213493,虎嗅APP,1,288,3,True,虎嗅网huxiu.com官方微博,1185,1718167,53810,,,,,,,,,,1
5643512538,一只阿蟹,35,287,1,False,,614,33559,1764,"I‘m,Jared,19",音乐,海外,男,,金牛座,42186,,"University,of,Michigan",2
6351230063,拉瓦铀,29,285,2,False,,550,92075,14244,叫我 UU，double U 是 W,,海外,男,,天秤座,42971,,,2
6097167780,便利蜂,0,285,1,True,便利蜂官方账号，一起来感受小小的幸福,820,145544,4641,一家24h靠谱便利店，智能零售新体验。客服电话400-000-1234。APP下载：http://t.cn/RKvC6r0天猫小店：htt...,商场购物-超市/便利店,,,,,,,,4
2284130703,柚子娱乐,0,284,2,True,微博知名综艺节目帐号知名娱乐博主,583,6189404,16069,联系请私信。,"综艺娱乐,娛樂",四川,男,,天秤座,40758,,,3
1934276677,_Reno_挚爱FF,56,284,1,True,游戏博主,687,19209,37573,一个爱用魔法对抗魔法的人。,"铁甲依然在,全职猎人一生推,FF粉,游戏",河南 郑州,男,,389,40568,,,3
1353509550,花落成蚀,4,283,1,True,科普作家，著有《逛动物园是件正经事》,2563,4264086,37764,文化话语的权威来自它避而不谈的内容，基于它未能做到的事情,"果壳,金属党",湖北 武汉,男,,,40078,,,3
2660358043,罗曼蒂克减肥史,30,282,1,True,知名搞笑幽默博主,744,958993,65164,你说人生艳丽我没有异议,,辽宁 沈阳,女,,25569,40981,,,0
5108265142,沙雕图,7,281,1,True,知名搞笑幽默博主,200,8159998,5901,"一个吃饭真香的沙雕男人,投稿私",,其他,男,,,41740,,,1
1828113247,冰下有鱼,32,279,2,True,知名娱乐博主,1235,66655,102043,就算是佛系，贫尼也是个武僧,"仙剑,越苏,古剑,美食,大造谣去死,大阴帝国一生黑,吃货VS睡货,棒子鬼子去死,南方系退散,80后",河北,女,,水瓶座,40461,,,3
1707579580,吴志硕,5,277,1,True,电影博主微博签约自媒体,369,1717514,9511,影评人、编剧、制片人,"制片人,导演,编剧,作家,策划人,电影,游戏",北京,男,,44124,40246,,,3
2219193892,草莓味诗诗,1,275,1,False,,390,77063,4765,"垫底辣妹,幸运女生",臭来劲儿,其他,女,,44140,40730,,,1
6531408181,兔子灯笼,3,274,1,True,娱乐博主,224,50531,5853,私信已关，不看私信,,其他,男,,,43211,,,1
